"","lizard_id","position","species","sex","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","blue_asso","temp","cort"
"1413",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",18,"R",0,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Hot","CORT"
"1414",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",18,"C",1,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Hot","Control"
"1415",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",18,"R",0,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Cold","CORT"
"1416",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",18,"C",0,"1 cricket given after the test",1,18,"L",1,1,"",NA,"Cold","Control"
"1417",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",18,"L",0,"1 cricket given after the test",1,18,"L",1,1,"",NA,"Cold","Control"
"1418",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",18,"R",1,"1 cricket given after the test",1,18,"C",0,1,"",NA,"Cold","CORT"
"1419",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",18,"C",1,"1 cricket given after the test",1,18,"L",1,1,"",NA,"Hot","Control"
"1420",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",18,"R",0,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Cold","Control"
"1421",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",18,"L",0,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Hot","CORT"
"1422",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",18,"L",0,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Cold","CORT"
"1423",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",18,"C",1,"1 cricket given after the test",1,18,"R",1,1,"",NA,"Cold","CORT"
"1424",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",18,"R",1,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Hot","CORT"
"1425",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",18,"L",1,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Cold","Control"
"1426",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",18,"C",1,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Hot","Control"
"1427",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",18,"R",1,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Hot","CORT"
"1428",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",18,"C",1,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Hot","Control"
"1429",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",18,"L",1,"1 cricket given after the test",1,18,"R",1,1,"",NA,"Cold","Control"
"1430",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",18,"R",1,"1 cricket given after the test",1,18,"C",0,1,"",NA,"Cold","CORT"
"1431",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",18,"R",0,"1 cricket given after the test",1,18,"R",1,1,"",NA,"Hot","CORT"
"1432",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",18,"L",1,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Cold","Control"
"1433",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",18,"C",1,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Cold","CORT"
"1434",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",18,"C",1,"1 cricket given after the test",1,18,"L",1,1,"",NA,"Hot","CORT"
"1435",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",18,"R",1,"1 cricket given after the test",1,18,"C",0,1,"",NA,"Cold","Control"
"1436",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",18,"R",0,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Hot","Control"
"1437",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",18,"C",0,"1 cricket given after the test",1,18,"L",1,1,"",NA,"Hot","Control"
"1438",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",18,"C",1,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Cold","Control"
"1439",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",18,"R",0,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Hot","CORT"
"1440",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",18,"R",0,"1 cricket given after the test",0,18,"C",1,1,"",NA,"Cold","CORT"
"1441",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",18,"R",1,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Cold","CORT"
"1442",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",18,"R",0,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Cold","Control"
"1443",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",18,"L",1,"1 cricket given after the test",1,18,"C",0,1,"",NA,"Hot","CORT"
"1444",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",18,"R",0,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Hot","CORT"
"1445",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",18,"L",0,"1 cricket given after the test",0,18,"R",0,1,"",NA,"Hot","CORT"
"1446",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",18,"C",1,"1 cricket given after the test",1,18,"L",1,1,"",NA,"Hot","Control"
"1447",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",18,"L",1,"1 cricket given after the test",1,18,"R",1,1,"",NA,"Cold","CORT"
"1448",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",18,"R",0,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Cold","CORT"
"1449",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",18,"C",1,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Hot","Control"
"1450",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",18,"L",1,"1 cricket given after the test",1,18,"R",NA,0,"",NA,"Hot","Control"
"1451",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",18,"R",0,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Cold","Control"
"1452",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",18,"C",0,"1 cricket given after the test",1,18,"L",1,1,"",NA,"Hot","CORT"
"1453",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",18,"L",0,"1 cricket given after the test",1,18,"R",1,1,"",NA,"Hot","Control"
"1454",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",18,"C",1,"1 cricket given after the test",1,18,"C",0,1,"",NA,"Cold","Control"
"1455",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",18,"R",1,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Cold","CORT"
"1456",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",18,"L",1,"1 cricket given after the test",1,18,"L",0,1,"",NA,"Cold","Control"
"1457",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",18,"R",0,"1 cricket given after the test",1,18,"R",0,1,"",NA,"Hot","Control"
"1458",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",18,"R",1,"1 cricket given after the test",1,18,"C",1,1,"",NA,"Cold","CORT"
"1459",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",19,"R",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","Control"
"1460",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",19,"C",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Hot","CORT"
"1461",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",19,"C",1,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","Control"
"1462",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",19,"L",1,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Cold","CORT"
"1463",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",19,"R",0,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","Control"
"1464",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",19,"L",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Cold","CORT"
"1465",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",19,"C",0,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Hot","CORT"
"1466",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",19,"R",0,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Cold","CORT"
"1467",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",19,"C",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Hot","Control"
"1468",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",19,"L",0,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Hot","CORT"
"1469",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",19,"L",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","Control"
"1470",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",19,"R",1,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","CORT"
"1471",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",19,"C",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Hot","Control"
"1472",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",19,"R",1,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Hot","Control"
"1473",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",19,"L",1,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Hot","CORT"
"1474",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",19,"L",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","Control"
"1475",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",19,"L",0,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Cold","CORT"
"1476",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",19,"R",0,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Hot","Control"
"1477",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",19,"C",1,"2 crickets given after the test",1,19,"L",0,0,"",NA,"Hot","CORT"
"1478",1432,"B3","guichenoti","Male","B_23","CL385_22",94,"20/3/2023","13/4/2023",24,"Red",19,"C",0,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Cold","CORT"
"1479",2047,"B3","guichenoti","Male","A_23","CL552_22",55,"27/3/2023","13/4/2023",17,"Blue",19,"R",0,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Cold","Control"
"1480",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"Red",19,"R",1,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Hot","Control"
"1481",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"Blue",19,"C",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","CORT"
"1482",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"Red",19,"L",1,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Cold","Control"
"1483",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"Blue",19,"L",1,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Hot","Control"
"1484",1374,"C1","guichenoti","Male","B_23","CL371_22",97,"20/3/2023","13/4/2023",24,"Red",19,"L",1,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Cold","CORT"
"1485",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"Blue",19,"C",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Hot","CORT"
"1486",1202,"C2","delicata","Male","B_28","CL319_22",134,"26/3/2023","13/4/2023",18,"Blue",19,"L",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Hot","CORT"
"1487",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"Red",19,"C",1,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Cold","CORT"
"1488",2205,"C2","delicata","Male","A_28","CL595_22",69,"9/4/2023","13/4/2023",4,"Blue",19,"R",0,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","Control"
"1489",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"Blue",19,"C",1,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Hot","CORT"
"1490",1390,"C4","delicata","Male","A_23","CL374_22",101,"30/3/2023","13/4/2023",14,"Red",19,"L",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","Control"
"1491",1454,"C4","delicata","Female","B_28","CL392_22",115,"28/3/2023","13/4/2023",16,"Red",19,"R",0,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","CORT"
"1492",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"Blue",19,"C",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Cold","CORT"
"1493",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"Red",19,"C",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","Control"
"1494",1358,"D1","guichenoti","Female","B_28","CL365_22",129,"20/3/2023","13/4/2023",24,"Red",19,"L",0,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","CORT"
"1495",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"Red",19,"L",1,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Hot","Control"
"1496",1303,"D2","delicata","Female","B_23","CL350_22",113,"30/3/2023","13/4/2023",14,"Red",19,"R",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","CORT"
"1497",1531,"D2","delicata","Male","A_23","CL414_22",85,"27/3/2023","13/4/2023",17,"Blue",19,"C",1,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Cold","Control"
"1498",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"Blue",19,"C",1,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Cold","Control"
"1499",1459,"D3","guichenoti","Male","B_23","CL394_22",92,"8/4/2023","13/4/2023",5,"Blue",19,"R",1,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Cold","CORT"
"1500",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"Red",19,"C",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Hot","Control"
"1501",1192,"D4","delicata","Male","A_23","CL317_22",120,"29/3/2023","13/4/2023",15,"Red",19,"L",0,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Cold","Control"
"1502",1229,"D4","delicata","Male","B_28","CL326_22",129,"29/3/2023","13/4/2023",15,"Red",19,"R",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Hot","CORT"
"1503",1257,"D4","delicata","Male","B_23","CL334_22",111,"27/3/2023","13/4/2023",17,"Blue",19,"C",1,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Cold","CORT"
"1504",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"Blue",19,"C",1,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Cold","CORT"
"1505",1565,"E1","guichenoti","Female","B_28","CL424_22",101,"29/3/2023","13/4/2023",15,"Red",19,"L",1,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Hot","CORT"
"1506",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"Red",19,"L",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","Control"
"1507",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"Red",19,"R",1,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Hot","Control"
"1508",2255,"E2","delicata","Female","B_28","CL607_22",66,"2/4/2023","13/4/2023",11,"Blue",19,"C",1,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","CORT"
"1509",1218,"E3","guichenoti","Female","A_28","CL324_22",132,"21/3/2023","13/4/2023",23,"Red",19,"R",0,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Hot","Control"
"1510",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"Red",19,"C",0,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Cold","Control"
"1511",2164,"E3","guichenoti","Female","B_23","CL584_22",48,"20/3/2023","13/4/2023",24,"Blue",19,"R",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","CORT"
"1512",1172,"E4","delicata","Male","B_28","CL313_22",148,"10/4/2023","13/4/2023",3,"Red",19,"R",0,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Hot","CORT"
"1513",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"Blue",19,"L",0,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Cold","Control"
"1514",2346,"E4","delicata","Female","B_23","CL633_23",41,"11/4/2023","13/4/2023",2,"Blue",19,"C",1,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Cold","CORT"
"1515",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"Blue",19,"R",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Hot","CORT"
"1516",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"Blue",19,"C",0,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Cold","Control"
"1517",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"Blue",19,"L",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Hot","Control"
"1518",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"Blue",19,"R",1,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Hot","Control"
"1519",1534,"F2","guichenoti","Female","A_23","CL415_22",85,"20/3/2023","13/4/2023",24,"Red",19,"L",1,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Cold","Control"
"1520",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"Red",19,"R",1,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Hot","CORT"
"1521",1613,"F2","guichenoti","Male","B_23","CL439_22",80,"29/3/2023","13/4/2023",15,"Red",19,"C",0,"2 crickets given after the test",0,19,"R",0,1,"",NA,"Cold","CORT"
"1522",1182,"F3","delicata","Male","B_23","CL315_22",122,"29/3/2023","13/4/2023",15,"Red",19,"L",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Cold","CORT"
"1523",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"Blue",19,"R",1,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Cold","Control"
"1524",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"Blue",19,"C",1,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Hot","CORT"
"1525",1340,"F4","guichenoti","Female","B_28","CL360_22",122,"6/4/2023","13/4/2023",7,"Red",19,"L",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Hot","CORT"
"1526",1417,"F4","guichenoti","Female","B_28","CL381_22",97,"20/3/2023","13/4/2023",24,"Red",19,"R",0,"2 crickets given after the test",0,19,"R",1,1,"",NA,"Hot","CORT"
"1527",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"Red",19,"C",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Hot","Control"
"1528",1421,"G1","guichenoti","Male","B_23","CL382_22",97,"20/3/2023","13/4/2023",24,"Red",19,"L",0,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Cold","CORT"
"1529",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"Red",19,"R",0,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Cold","CORT"
"1530",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"Blue",19,"C",1,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","Control"
"1531",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"Blue",19,"L",1,"2 crickets given after the test",1,19,"C",0,0,"",NA,"Hot","Control"
"1532",1328,"G2","delicata","Male","A_23","CL357_22",108,"5/4/2023","13/4/2023",8,"Red",19,"C",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Cold","Control"
"1533",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",19,"L",0,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","CORT"
"1534",1360,"G3","guichenoti","Female","A_28","CL366_22",120,"21/3/2023","13/4/2023",23,"Red",19,"L",0,"2 crickets given after the test",1,19,"C",0,1,"",NA,"Hot","Control"
"1535",1795,"G3","guichenoti","Female","A_23","CL489_22",66,"5/4/2023","13/4/2023",8,"Blue",19,"R",0,"2 crickets given after the test",1,19,"L",0,1,"",NA,"Cold","Control"
"1536",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"Blue",19,"C",1,"2 crickets given after the test",1,19,"R",0,1,"",NA,"Cold","CORT"
"1537",1223,"G4","delicata","Female","A_23","CL325_22",115,"28/3/2023","13/4/2023",16,"Blue",19,"C",1,"2 crickets given after the test",1,19,"C",1,1,"",NA,"Cold","Control"
"1538",1334,"G4","delicata","Female","A_28","CL358_22",127,"31/3/2023","13/4/2023",13,"Blue",19,"L",1,"2 crickets given after the test",1,19,"R",1,1,"",NA,"Hot","Control"
"1539",1619,"G4","delicata","Female","B_23","CL440_22",80,"7/4/2023","13/4/2023",6,"Red",19,"L",1,"2 crickets given after the test",1,19,"L",1,1,"",NA,"Cold","CORT"
"1540",1255,"A1","delicata","Male","A_23","CL334_22",111,"31/3/2023","13/4/2023",13,"Blue",20,"R",1,"",1,20,"R",1,1,"",NA,"Cold","Control"
"1541",1382,"A1","delicata","Female","B_28","CL373_22",118,"1/4/2023","13/4/2023",12,"Blue",20,"L",1,"",1,20,"C",0,1,"",NA,"Hot","CORT"
"1542",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"Red",20,"C",0,"",1,20,"C",1,1,"",NA,"Hot","Control"
"1543",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"Blue",20,"L",1,"",1,20,"R",1,1,"",NA,"Cold","CORT"
"1544",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"Blue",20,"L",0,"",1,20,"C",0,1,"",NA,"Hot","Control"
"1545",1478,"A2","guichenoti","Male","B_23","CL400_22",85,"23/3/2023","13/4/2023",21,"Blue",20,"C",1,"",1,20,"L",1,1,"",NA,"Cold","CORT"
"1546",2298,"A2","guichenoti","Female","B_28","CL619_23",62,"26/3/2023","13/4/2023",18,"Blue",20,"R",1,"",1,20,"R",0,1,"",NA,"Hot","CORT"
"1547",1207,"A3","delicata","Female","B_23","CL320_22",118,"30/3/2023","13/4/2023",14,"Red",20,"R",1,"",1,20,"C",1,1,"",NA,"Cold","CORT"
"1548",1381,"A3","delicata","Male","A_28","CL373_22",122,"30/3/2023","13/4/2023",14,"Red",20,"L",1,"",1,20,"L",0,1,"",NA,"Hot","Control"
"1549",1401,"A3","delicata","Female","B_28","CL377_22",115,"1/4/2023","13/4/2023",12,"Red",20,"C",1,"",1,20,"R",0,1,"",NA,"Hot","CORT"
"1550",1283,"A4","guichenoti","Female","A_23","CL344_22",106,"28/3/2023","13/4/2023",16,"Red",20,"L",1,"",1,20,"L",0,1,"",NA,"Cold","Control"
"1551",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"Blue",20,"C",1,"",1,20,"R",0,1,"",NA,"Hot","CORT"
"1552",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"Blue",20,"R",1,"",1,20,"C",1,1,"",NA,"Hot","Control"
"1553",1276,"B1","guichenoti","Female","A_28","CL341_22",129,"29/3/2023","13/4/2023",15,"Red",20,"L",1,"",1,20,"C",0,1,"",NA,"Hot","Control"
"1554",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"Blue",20,"C",1,"",1,20,"R",1,1,"",NA,"Hot","CORT"
"1555",1198,"B2","delicata","Male","A_23","CL318_22",120,"29/3/2023","13/4/2023",15,"Red",20,"C",1,"",1,20,"R",1,1,"",NA,"Cold","Control"
"1556",1233,"B2","delicata","Female","B_23","CL327_22",115,"31/3/2023","13/4/2023",13,"Blue",20,"L",0,"",1,20,"L",1,1,"",NA,"Cold","CORT"
"1557",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"Blue",20,"R",1,"",1,20,"L",0,1,"",NA,"Hot","Control"
"1558",1284,"B2","delicata","Male","B_28","CL345_22",129,"21/3/2023","13/4/2023",23,"Blue",20,"L",0,"",1,20,"C",0,1,"",NA,"Hot","CORT"
